comment,label
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1796",positive
"Cảm ơn bạn, ngay cả tôi là người lái duy nhất trong nhà mà cũng chưa biết kiến thức này",positive
"Mấy Bác mua xe Nhật là rành mấy món này lắm, vì 99% mua xe là đưa đi lắp ngay phụ kiện, ngoài 4 cái bánh xe với 5 cái ghế ra chẳng có gì cả,",neutral
Đi các thành phố lớn đều thấy cảnh chăn dắt trẻ em. Hãy nghĩ những đứa trẻ đó là con mình thì mọi người thấy thế nào... theo tôi pháp luật nên truy tố hình sự cho loại tội phạm này. Thấy những đứa trẻ dầm mưa dãi nắng ngoài ngã tư ngã ba đường mà lòng đau thắt lại,neutral
Cụ bà thật tuyệt vời. Chúc bà sống thật khỏe,positive
Đề cử là một chuyện được giải mới là quan trọng.,neutral
Đương nhiên nhiều đồng minh giờ cũng trở thành đối thủ thôi.,neutral
Nhìn bà thôi. Tôi sợ phát khiếp.,toxic
Vẫn thích giọng hát của em.,neutral
"Vooc là loài leo trèo, lưới cao 10 m có thể ngăn được nó không trèo qua không?",neutral
"Manh động quá, Cũng vì bia rượu. Thanh niên kia đã ở mộ bia rồi",toxic
"Phải xử lý nghiêm cơ sở sản xuất sản phẩm này, đồng thời xem xét trách nhiệm của cơ quan chịu trách nhiệm về vệ sinh an toàn thực phẩm. Một sự việc quá nguy hiểm trong mùa đại dịch",negative
Cá đồng mà rẻ thế!,neutral
"Thượng xung hạ đột, thượng hạ đều đánh rắn đằng đầu. Thắng!",neutral
Câu đó nên dành cho ông thì đúng hơn,neutral
"Rất hâm mộ Pirlo nhưng ở serie A thì juventus chỉ cần chơi 1 cách bình thường là sẽ vô địch, như năm ngoái inter và lazio toàn tự bắn vào chân nên juve chơi dưới bình thường mà vẫn vô địch",negative
Là lãnh đạo thì phải đương đầu với khó khăn. ,neutral
Khi một số ý kiến phản ánh thì chưa thành vấn đề nhưng gần như 100% phản ảnh là con vất vả và sợ đi học thì nên xem xét lại. Trẻ con mới đi học mà sợ học là vấn đề lớn! Kính mong các cấp có thẩm quyền xem xét,toxic
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #369,positive
Fati lúc tối lập hattrick hả mọi người :-/,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #153,positive
Người có trí tuệ người ta không chấm điểm cầu thủ chỉ dựa vào bàn thắng.,neutral
Ăn hôi 1 quả pen. Cười nhẹ một cái.,toxic
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #1879,positive
Quá nhiều bất công khiến lòng người chán nản - tâm trạng #186,negative
Người Mỹ và nhiều người trên thế giới sẽ cầu nguyện cho ngài sớm vượt qua Covid-19 này.,neutral
"Cũng cảnh tốc váy nhưng mang tính cách thiên thần, quyến rũ. Cũng cảnh quay này nếu ở điện ảnh mì ăn liền ở ta đóng thì nó dung tục, câu khách.",toxic
"Ưu đãi đặc biệt cho 100 khách hàng đầu tiên, đặt ngay - ưu đãi #416",spam
Trông cây sồi cổ thụ đẹp quá.,neutral
"Bào ngư VN đỏ đỏ tím tím, nhỏ nhưng ăn rất ngon",neutral
Nhìn Brad mặc mấy bộ này thì đóng James Bond là quá hợp. Tôi thấy ăn đứt Daniel Craig :') B),neutral
"Chuyến phiêu lưu qua vùng nước ngọt hú hồn, may mà cuối cùng đã trở lại được biển bình an.",neutral
Nhận quà tặng bí mật khi để lại số điện thoại - ưu đãi #705,spam
"Nhìn hàng loạt cột điện bị gãy ngang, nhà bay nóc, cây xanh bật gốc hàng loạt... chỉ có 3 vấn đề phải xem lại: 1 là dự báo cường độ (cấp gió) đổ bộ của cơn bão này ko chính xác, 2 là địa phương có bão quét qua phòng chống chủ quan, 3 là chất lượng cột điện? Tuy nhiên, thiệt hại nặng nề như vậy chứng tỏ rõ ràng 2 vấn đề: tính dự báo ko chuẩn và phòng chống quá chủ quan.",neutral
Chắc các em xơi nốt toán cao cấp bậc Đh luôn quá!,neutral
Nguy hiểm quá. Chúng mà chống trả thì sao?,negative
"Cô giáo mầm non quốc tế toàn mấy em gái mới ra trường còn non trẻ, họ biết làm gì hơn ở hoàn cảnh đó, đừng vì xoa dịu tình hình mà làm cái việc đình chỉ vô lý như vậy.",neutral
Thương con quá! Cảm kích tấm lòng của nhóm! Nếu có cơ hội tôi cũng muốn gia nhập nhóm.,positive
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #2618,positive
"quét mắm tôm, ngon bổ rẻ...người dân đi ngang qua khu vực này nên sd khẩu trang, vừa chống dịch vừa ngăn mùi mắm tôm.",neutral
Hai chị em nhà này còn hơn cầm thú nữa,toxic
"Theo ý kiến cá nhận nếu mua đất mà không phải vay tiền và tiền chỉ để gửi tiết kiệm ngân hàng thì mình sẽ mua đất :)Suy nghĩ đơn giản là người đẻ ra chứ đất thì không :) các bạn kêu kinh doanh bds bong bóng phập phù :))) nhưng đơn giản hơn là tiền kinh doanh các bạn đi vay hoặc ôm quá nhiều, các bạn không chịu nổi lãi đến khi đất tăng thì các bạn thua. Còn đây mình thấy a chị dư ko dùng tới cứ mua đất vứt đó :) vàng hay lãi ngân hàng tăng hay ko cũng ko vđề. Đất còn đó ko mất đc đi đâu mà sợ :DBán là thua - mua là được đó là phương châm của mình :D",negative
Không thể tin được là lại xảy ra chuyện này - tâm trạng #317,negative
"Cái này là truy sát đến cùng rồi, lại không hề có mâu thuẫn từ trước. Nhiều tình tiết tăng nặng lắm, tội nặng lắm.Tất cả chỉ để thõa mãn bản ngã lúc chém giết, chẳng biết sau ngày ngồi biệt giam chơ ngày thi hành án có cảm thấy đáng không.Đáng thương gia đình bị hại,Khổ gia đình các bị cáo, lại ra tòa khóc lóc xin cho con cái- ""thường ngày cháu ngoan lắm"".",toxic
"Tinh thần dân tộc cao, nhà sản xuất chăm sóc thị trường nội địa tốt. Ở vn thì đồ xuất khẩu tốt, đồ cho thị trường nội địa không tốt bằng. Cần phải thay đổi tư duy này.",neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #249,positive
Dịch vụ kém xa kỳ vọng khiến mình rất bực - tâm trạng #823,negative
 mong chờ ngày anh ra toà.,neutral
Không biết là sau này 2 ông ấy có là những người bạn hay không,neutral
Yêu mến c,neutral
"Như bệnh nhân này ngoài vẫn đề sức khỏe thì giao tiếp,giao dịch hàng ngày của anh sẽ rất khó khăn và thiệt thòi. Ví dụ việc làm giấy tờ tùy thân như thẻ căn cước,hộ chiếu hay bằng lái xe hoặc bằng cấp các loại cực kì bất tiện. Mong anh mau chóng khỏi bệnh và hòa nhập cuộc sống bình thường như bao người....",neutral
"Tốt rồi, ông bà nội ngoại đã đón nhận cháu. Mong cháu được chăm sóc, nuôi dưỡng, dạy bảo tốt.",neutral
Em rất mong đợi ngày ấy để em ra tay cứu thế giới.,neutral
Vào lớp 1 để học chử hay học chử xong mới vào lớp 1 ??? Phụ huynh và nhà trườngcần đánh giá lại điều này !,neutral
"Messi có đá đến 40 tuổi cũng giống như khi anh 5 tuổi, 15, 17 hay 25 tuổi ( tất cả đã đều có clip ghi lại), bởi Messi có yếu tố thiên bẩm, nếu không đã ko xứng với danh xưng Thiên Tài mà mọi hlv, cầu thủ, đối thủ của anh đều công nhận.Mọi chuyện bên ngoài sân cỏ đâu cũng vào đó cả thôi, a lại có những pha đi bóng tinh tế, kiến tạo và ghi bàn hàng đầu như 15 năm qua.Hy vọng, với tập thể có yếu tố mới này, Messi sẽ đc san sẻ ở những thời khắc quan trọng là kỷ lục và cup lại về với Barca thôi.Hãy xem và cảm nhận.",neutral
Thật sự lo lắng cho tương lai nếu cứ tiếp tục - tâm trạng #724,negative
Con cua này ăn ngon không?,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #393,positive
"Họ nghi ngờ không phải là điều xấu, có khi cứu được tính mạng của rất rất nhiều người nếu có sai sót trong đó.",neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #961,negative
"tôi chỉ thắc mắc ở bài tập toán , nhiều câu hỏi rất dài các cháu chưa đọc được đề bài và ko hiểu gì thì các cháu làm kiểu gì vậy ?",toxic
Buồn nhỉ,negative
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #3008,positive
Quá nhiều bất công khiến lòng người chán nản - tâm trạng #566,negative
"Đầu tiên khả năng trường quyết định cho phụ huynh này gởi bé nơi khác ( vì nếu chỉ con té bầm nhẹ là vào đánh cả giáo viên).Việc thứ 2 là truy tố tội bạo hành trẻ em Xử lý cô giáo là hợp lý, vì cô phải quyết liệt bảo vệ bé chứ không thể bắt bé lại khoanh tay xin lỗi (bé mới 2 tuổi chứ đâu phải 12 hay 20 tuổi). Đáng lẽ đầu tiên là đề nghị dừng lại việc hành hung bé và đi ra ngoài.",neutral
"Bản AT full giấy biển tỉnh nhà e vừa hốt tính ra có 500, mua Soluto sau này còn tiện trong khoản bảo dưỡng nữa",negative
Thật sự lo lắng cho tương lai nếu cứ tiếp tục - tâm trạng #1404,negative
Đọc tin mà không cầm được nước mắt nam mo a di da phat,neutral
nên quy trách nhiệm về ai,neutral
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #1945,positive
Tội hiếp dâm là phải xử thật nặng...,toxic
Cầu mong nghệ sĩ vãn sanh miền cực lạc.,neutral
"cầu chúc ông mau bình phục, ông ấy là 1 người cha tuyệt vời",positive
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #723,positive
Thôi bỏ đi tên đường thôi mà khu trung tâm đổi thì coi như xong đi còn ngoại vi thì đổi chi .,neutral
Chỉ ra dùm DN nào không bị ảnh hưởng bởi Covid?,neutral
Xa quá nguoi dân se cân nhắc đi xe lửa .hay may bay,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #1143,positive
Không thể tin được là lại xảy ra chuyện này - tâm trạng #1237,negative
Ai còn nghe Kiếp ve sầu điểm danh. xD,neutral
"Mất nhân tính, 2 chị em nhà này còn hơn loài cầm thú. Mong pháp luật xử lý mạnh tay, thể hiện được sự răn đe trong bản án, để sau này không còn trường hợp tương tự sảy ra. Thật đáng thương cho các bé!",toxic
Nên gọi Bến Xe Miền Đông Q.9/ TP Hcm,neutral
Cám ơn các bác sĩ. Các bác sĩ quá giỏi.,neutral
Một người cha trên cả tuyệt vời! Chúc anh và Bôm luôn thật khỏe mạnh và hạnh phúc!,positive
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #932",positive
Khóc thuê giùm ai vãi?,toxic
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #2092",positive
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #1485,positive
Nhận quà tặng bí mật khi để lại số điện thoại - ưu đãi #695,spam
Thật khâm phục anh một ông bố thật tuyệt vời,positive
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #2918,positive
Trứng để qua đêm là ko tốt cho trẻ con đâu. Khổ thân các con quá,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #146",positive
"Tăng quá nhanh, con số 9 triệu người nhiễm chỉ trong 4-5 ngày nữa và sẽ tiến tới con số 10 triệu người vào đầu tháng 7, kèm theo số người chết sẽ vượt 500.000 người. COVID-19 bé nhỏ đã và đang làm thế giới điên đảo, chưa biết bao giờ dừng.",neutral
Nhìn mấy mẫu đẹp đến kinh dị.,neutral
"Quan trọng nhất vẫn là các cơ quan chức năng phải thực hiện đúng, ngiêm túc tất cả các quy trình phòng chống dịch đã được đề ra, có kiểm tra giám sát, quán triệt tinh thần phòng dịch thường xuyên, phân công quy trách nhiệm rõ ràng. lãnh đạo nào chủ quan nơi lỏng quy trình để xảy ra dịch bệnh phải có chế tài sử phạt thì mới hiệu quả được, chứ cứ hô hào xuông mà không có chế tài thưởng phạt rõ ràng thì chắc chắn là sẽ có nhiều sai sót, chủ quan, buông lỏng quy trình, dẫn đến hậu quả phải khắc phục sẽ rất lớn, ảnh hưởng kinh tế lúc đó còn lớn hơn nữa",neutral
"đến chịu các bệnh nhân này, thông tin vậy mà ko nắm",toxic
"Bơi ở ao mãi thì thế thôi, ra biển sóng đánh cho vỡ mặt, achen và 2.8 là minh chứng",toxic
"Một địa đạo kháng chiến, môt di tích lịch sử, đã được ông Tròn bảo tồn khá nguyên vẹn. Đề nghị Bộ QP, và Chính quyền địa phương có kế hoạch bảo tồn lâu dài, tôn tạo khuân viên và đường xá thuận tiện, trở thành điểm du lịch tâm lính, đón khách trong nước và quốc tế tới thăm. Cảm ơn gia đình ông Tròn, tôn vinh người cha là cụ Ten, một chiến sĩ Biệt động SG.",positive
Bill nào bạn?,neutral
"Thật may mắn khi nhìn thấy Tl'uk , cậu ấy đẹp trai không thua kém gì hoàng tử lưng gù Migaloo nổi tiếng ;)",negative
Quá tuyệt vì đẹp! kể cả đang sinh con sức tấn công vẫn kinh khủng,positive
Sợ quá,negative
"Về luật thì đúng là bạn được phân chia đều. Nhưng trên khía cạnh đạo đức, vì bạn không cung cấp thông tin đầu đủ, thì bạn tự xem xem mình xứng đáng nhận được bao nhiêu phần? Lấy vợ tỉnh xa và ở rể, được bao lần thăm cha mẹ, phụng dưỡng cha mẹ được bao ngày, về vật chất thì đóng góp được bao nhiêu? Những lúc cha mẹ ốm đau, bệnh hoạn bạn ở đâu?",neutral
"kona và seltos 2 bản thấp nhất chênh nhau 10 chai nhưng kona máy 2.0 hơn hẳn 1.4 ,e vẫn chọn kona.Tại nhà e đang chạy Kona mà",neutral
"Tôi mong ông sớm bình phục, trở lại và lợi hại hơn xưa.",neutral
"Xl7 thục dụng hơn , st đẹp hơn !",neutral
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #1555,positive
"Clip truyền cảm hứng mạnh mẽ, chúc mừng đội ngũ - cảm hứng #1874",positive
"Đăng ký khóa học online giảm 50% phí, inbox để nhận link - ưu đãi #143",spam
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #1641",positive
"Có Bám Juventus out ngay từ vòng 1/8 C1 và fan Múi hân hoan. Có bám Juventus mất ngay Cup Ý, có Bám Juventus vô địch Serie A đầy kịch tính.",neutral
Không mợ thì chợ vẫn đông,neutral
"Botulinum chất độc mạnh nhất từng được biết, với liều gây chết trung bình (LD50) ở người khoảng 1,3-2,1 ng/kg tiêm tĩnh mạch hoặc tiêm bắp và 10-13 ng/kg khi hít vào. Ghê quá",neutral
Hiện tượng rối lượng tử được giả thiết là chiều không gian thứ 4 bị có lại nên nếu đưa hai hạt lượng tử trong không gian 3 chiều dù xa đến đâu có thể đến hàng triệu năm ánh sáng nhưng chúng Vẫn liên kết với nhau lập tức thay đổi trạng thái khi một hạt thay đổi. Nếu điều khiển được rối lượng tử con người sẽ phát triển công nghệ thông tin lên tầng cao mới có thể truyền thông tin tức thì vượt không gian và đảm tính bảo mật tuyệt đối không thể can thiệp từ bên ngoài,positive
Không thể tin được là lại xảy ra chuyện này - tâm trạng #667,negative
cảm ơn vì tất cả,positive
"Nếu ai từng sống trong khu nhà chơi đề sẽ hiểu ít nhiều về bộ phim này.Về cách quay làm mình thấy thực sự lạ, đa số là quay nghiêng.Về âm thanh thì rất tốt.Về nội dung thì tùy cảm nhận mỗi người. Bản thân mình chỉ thấy là, sau khi bước ra khỏi rạp là một cảm giác buồn, và đến ngày hôm sau khi nghĩ về vẫn thấy buồn. Có thể ngoài khi cũng đang có nhiều đứa trẻ phải vật lộn với cuộc sống như Ròm và Phúc. Nhận thấy bản thân mình thật may mắn khi không trải qua những điều đó.Cuối cùng, chúc đoàn làm phim gặt hái được nhiều thành công sắp tới nhé.",positive
Đề nghị tước quyền nuôi con,neutral
"chương trình nặng, bài tập nhiều. Tối nào ba mẹ và con cũng đánh vật. Các bạn học trước còn theo được, con không học trước thì thậm chí không được ra chơi luôn để dành thời gian tập việt. Các môn học khoa học tự nhiên vốn dĩ trẻ thích để giảm căng thẳng thì trường lại cắt hết để luyện chữ. Cháu tôi học lớp 1 bảo con sợ đi học lắm....haiz",negative
Khúc ruột miền trung. Thương lắm:(,neutral
Mày có não không đấy?,toxic
Đặt lịch khám ngay hôm nay để hưởng ưu đãi - ưu đãi #9,spam
"nhà em chạy Attrage 2 năm, thấy xuống máy khá nhiều rồi, bác mua thì nên chọn máy lớn vẫn hơn",neutral
May mà Si lùn lại có Coutinho với Griezmann gánh nhé anti,neutral
"M10 cười hớn hở: "" Cup rơi trúng đầu""",neutral
Ăn không ngon lành gì hết. Cũng đi mua ăn rồi mới thấy ghê..,neutral
"Giảm giá sốc 90% toàn bộ sản phẩm, nhanh tay kẻo lỡ - ưu đãi #177",spam
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #913,positive
tìm kiếm người tài cho nước Úc.,neutral
Trả lại vị trí cho Si đi. Đá tiền đạo cắm không quen,neutral
"Thương các em quá, đã mồ côi cha mẹ giờ lại bị nằm viện ko cha hay mẹ chăm lo, an ủi. Cầu mong trời Phật ban phước lành và bình yên đến các em!",neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #1221,negative
Nam ô .Sáng nay mưa to gió lớn. Sấm chớp thật đáng sợ. Sau gần 1 giờ đồng hồ Ở huế nhà nội và những nhà xung quanh bị bay ngói . Chú phải dìu nội sang nhà bên cạnh tránh nạn.,negative
Mình cảm thấy thất vọng vì trải nghiệm vừa rồi - tâm trạng #1422,negative
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #26",positive
cây táo này mà còn sống chắc cả tỷ usd!,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1376",positive
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #2801",positive
"Thà làm phim còn hơn bởi vợ chồng cô này chẳng bao giờ thật lòng, toàn diễn.",toxic
Ko thể phủ nhận: Rất nhiều người yêu và tin Trump.,neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #2649,positive
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #1029",negative
Chắc ngày xưa người ta xây để thi bơi thôi ^_^,neutral
Xạo l* quá,toxic
Hoàn toàn xứng đáng! Vinh danh những chiến sĩ áo trắng ,neutral
"Các nhà kinh tế học nên tập trung giải thích kinh tế hậu Covid 19 theo mô hình chữ K ngã ngửa. Nhánh thứ 1 của chữ K ngã ngửa là \_ nhánh thứ 2 là _/ ví dụ:- Ngành công nghiệp ôtô với ôtô điện sẽ vận hành theo nhánh 2, ôtô dùng nhiên liệu hoá thạch sẽ theo nhánh 1. Sở dĩ ôtô dùng nhiên liệu hoá thạch vẫn tồn tại là do điều kiện kinh tế do nó mang lại vẫn còn.- Ngành bán lẻ truyền thống \_ vì vẫn cần các cửa hàng vật lý, dịch vụ bảo hành, đổi trả, dùng AI thay nhân viên bán hàng...trong khi bán lẻ online thì _/- Cứ thế ta sẽ giải thích cho tất cả các ngành trong nền kinh tế. Hậu Covid 19 kinh tế thế giới sẽ thay đổi nhưng không có ngành nào mất đi hoàn toàn mà phải ứng dụng công nghệ nhiều hơn, thân thiện môi trường hơn.Trong giai đoạn chuyển tiếp để ứng dụng công nghệ đương nhiên sẽ có một lực lượng lao động cần đào tạo lại, cần chuyển đổi sang nghề khác, thất nghiệp tự nguyện...tạo nên bức tranh việc làm nhiều gam màu sám.Vượt qua Covid 19, tôi hoàn toàn tin tưởng vào một tương lai tốt đẹp hơn cho nhân loại.",neutral
Uav tự sát mà nó lại ko phải là nhiệm vụ của s300 mà nó là nhiệm vụ của hệ thống phòng không tầm gần,neutral
Đây thuộc loại nhà xưởng rồi,neutral
"Dù không ủng hộ và có phần không ưa Trump nhưng cũng muốn ông đắc cử làn nữa, vì sao? Vì Trump đang lột tả những điều bất công tồn tại bấy lâu nay, tuy thể hiện có phần khó coi nhưng đó là người dám nghĩ, dám làm, công bằng là công bằng.",negative
"Xe không đâm đụng, không ngập nước, không chạy dịch vụ thì không bao giờ có giá đó đâu.",neutral
Cảm động quá. Chúc nhóm nhiều sức khoẻ! Chúc con luôn bình an giống như tên con vậy đó!,neutral
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #938,positive
"Ủng hộ ông A, sau ông B lên làm tổng thống thì cũng dở. Nên cứ ""im lặng là vàng""",neutral
Mọi thứ đang trở nên tệ hại hơn mỗi ngày - tâm trạng #140,negative
"Một ngày tồi tệ, mong mọi chuyện sớm khá hơn - tâm trạng #505",negative
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #291,negative
"Hay nhưng chưa thể áp dụng ngay bây giờ, vì con đang học dưới quê, mình đi làm xa chưa về.Cảm ơn bài viết hay và ý nghĩa này.",positive
"Lần này đúng là không ủng hộ quyết định của bầu Đức.Nếu muốn thay thì thay ngay vòng 12 . Hoặc giữ đến cuối mùa.Nên thay ông Đàn làm hlv,ông Ninh làm trợ lý thì phù hợp hơn.Phải có mục tiêu rõ ràng hơn. Nếu muốn tranh vô địch thì tìm 1 hlv mới và xịn hơn.Nếu không thì cứ dùng cây nhà lá vườn.",neutral
""" Những người đàn ông thuộc tầng lớp lao động tay chân như Bickley, Karr, cùng bạn bè trên sà lan của họ, là ""fan cứng"" của Trump. Phần lớn họ là đàn ông da trắng, không có bằng đại học và trên 40 tuổi.""",neutral
"Diaz không hiểu sao lại ăn cat xế cao thế nhỉ , cô được mệnh danh thảm họa điện ảnh, đóng phim nào cũng lỗ, đặc biệt là rất dở.",toxic
Thông minh và có kỷ luật ra phết,neutral
VN nên đề xuất luật ko được đánh bé dù chỉ 1 lần. Đánh đập ko phải là cách để nuôi dậy trẻ. Những nước tiên tiến thì điều này đã có từ 50 năm trở lại,neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #2379,positive
"Cho cách ly vĩnh viễn khỏi xa hội , gắn chip điện tử theo dõi , với loại biến thái hại đời các cháu .",toxic
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #2501",positive
Đỉnh chuỗi thức ăn dưới nước đã cho mình là số 1. Đúng là tuổi trẻ chưa trải sự đời. Cá bơi đáy biển.,neutral
Chả có ẩn số gì. Juventus mạnh nhất Italia+ thế lực ngầm trợ giúp nên HLV nào cầm quân cũng vô địch hết. Ronaldo lại có cúp rơi vào trán,neutral
"Không ca nhiễm mới, thật tuyệt vời. Chúc mừng Việt nam.",positive
Xe bồn chạy kiểu nầy hết ý luôn. Thôi tôi ở nhà cho lành.,neutral
Hy vọng lại được thấy những cú bứt tốc siêu đẳng của e như năm nào!,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #33,positive
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #2980",positive
Sinh nhật buồn,negative
Buồn thay những anh hào một thời ở Champions League giờ đây phải tranh tài ở sân chơi hạng hai.Milan với 7 chức vô địch giờ chỉ còn là cái bóng của chính mình.,negative
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #1100",positive
"Không biết sản phẩm, thực phẩm đã ĐKVSAT thực phẩm chưa..??? Mà sao hại người tiêu dùng quá... nguy hiểm quá.. tiền mất tật mang. ",toxic
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #2039,positive
"Đăng ký khóa học online giảm 50% phí, inbox để nhận link - ưu đãi #343",spam
Học võ lại là người châu Âu vậy mà 67 tuổi trông như 90 tuổi. Nhưng vẻ ngoài không quan trọng. Quan trọng là bà ấy còn rất khoẻ.,neutral
"Đăng ký khóa học online giảm 50% phí, inbox để nhận link - ưu đãi #13",spam
"Chúc mừng Arsenal, dù thắng không mấy thuyết phục nhưng vẫn hơn MU ,trước mùa giải mới còn chưa biết các đối thủ mua sắm thế nào mà MU có tân bình mới chưa gì fan cuồng đã nổ nào là năm nay vô địch, bộ 3 tiền vệ thần thánh,... Để rồi nhận ngay 3 nho, nhục lắm",positive
"Tôi cũng từng mua qua mạng một sản phẩm từ Hồng Kông, so với quảng cáo thì chất lượng thực tể thấp hơn nhiều.Vợ tôi từng nói rằng '' nhìn tận mắt ,bắt tận tay còn chẳng ăn ai chứ nhìn qua mạng nó ảo lắm ông ơi'' giờ thì tôi tin đó là sự thật. Sẽ không bao giờ mua hàng qua mạng từ đây.",negative
"5 năm trước thì gia nhập Barca còn được ,bây giờ anh ấy đã 33 tuổi rồi.",neutral
"Đổi tên đường là đổi cả lô giấy tờ: nhà đất, sổ, cmnd, ... và nhất là cái bảng treo trước nhà lại phải đóng mở ngoặc",neutral
Nêu danh sách và phạt nặng các bệnh viện không tuân thủ,neutral
Chỉ mong loài này đừng tuyệt chủng và các loài khác đang đừng bên bờ tuyệt chủng.,positive
"Vâng, sao nghe nhiều người nói chó rất trung thành mà ta? Tôi nói cho các bạn biết cũng tùy con thôi.",neutral
Thích vụ ko tạo scandal!,neutral
"Đọc xong, sôi máu. Sao trên đời lại có thể loại này",toxic
Hi vọng sẽ gặp nhauVà rồi ac chả là gì,neutral
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #341",positive
"GS nói tăng từ 8 lên 11 tiếng/từ là không nhằm nhò gì à ? Tăng hơn 35% khối lượng còn gì? Sách cũ than nặng, sách này tăng thêm 35% khối lượng nữa .....haizaaaaa",toxic
Vậy mà có người đòi nhanh chóng có vaccine covid19,neutral
"Rơi súng không có nghĩa là hết nguy hiểm ,11 năm tù quá nặng.",toxic
Mong sao sau khi nới lỏng đường bay quốc tế và cách ly vẫn bình an!,neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #861,negative
"Trời mùa này vẫn còn nóng thế mà ĐVH vẫn chơi quả áo len cao cổ, nhìn phát ngốt! Thời trang đánh tan thời tiết :(",toxic
"Cũng biết là tổ quốc khó khăn, dịch bệnh nguy hiểm, không thể lơ là mở cửa dồn dập, nhưng cũng hi vọng nhà nuớc làm đuợc điều mà đã nói ""không bỏ rơi một ai"" trong thời gian sớm nhất, ưu tiên cho công dân mắc kẹt về nhà truớc chứ không bỏ rơi thật nhưng mà để kẹt lại ở nuớc ngoài cả nửa năm khổ lắm, mn cũng đừng nghĩ là về nuớc tránh dịch, đến thời điểm này thì chỉ thật sự cần thiết phải về mới muốn về thôi. Chứ sống chúng với dịch cũng thấy bt rồi.",negative
Con này trông đáng yêu mà,positive
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #1303,positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1326",positive
Thần tượng một thời của tôi. Chỉ tiếc cuộc đời cô ấy có nhiều biến cố xảy ra.,neutral
Sướng thật nha các con.Ngày nào cũng có người lớn chơi đùa cùng.Không vui cười sao được.,neutral
"Nhân sinh như mộng, năm tháng vô tình. Trong cuộc sống, đôi khi con người ta đã vô tình đẩy mình vào hoàn cảnh cô đơn.",neutral
"Bóng đá thời nay là sức mạnh của kim tiền (như PSG, Chelsea, MC...) tuy không phải là tất cả. Có đội ra sân với 11 cầu thủ đi mua, có đội ra sân với 11 cầu thủ đào tạo",neutral
Dịch vụ kém xa kỳ vọng khiến mình rất bực - tâm trạng #973,negative
Phú Vang - Huế bão rất mạnh nhé. cây đổ nhà cửa tốc mái hết,neutral
Không thể tin được là lại xảy ra chuyện này - tâm trạng #287,negative
